1824,0,17
1825,0,17
1826,6,17
1827,0,17
1828,6,17
1829,0,17
1830,0,17
1831,0,17
1832,0,17
1833,1,17
1834,0,17
1835,0,17
1836,0,17
1837,0,17
1838,0,17
1839,0,17
1840,0,17
1841,0,17
1842,0,17
1843,0,17
1844,1,17
1845,0,17
1846,0,17
1847,0,17
1848,1,17
1849,0,17
1850,1,17
1851,0,17
1852,0,17
1853,0,17
1854,1,17
1855,0,17
1856,0,17
1857,0,17
1858,0,17
1859,0,17
1860,1,17
1861,0,17
1862,0,17
1863,0,17
1864,0,17
1865,1,17
1866,1,17
1867,0,17
1868,1,17
1869,0,17
1870,0,17
1871,0,17
1872,1,17
1873,2,17
1874,2,17
1875,1,17
1876,3,17
1877,0,17
1878,0,17
1879,0,17
1880,2,17
1881,0,17
1882,0,17
1883,0,17
1884,0,17
1885,0,17
1886,0,17
1887,0,17
1888,0,17
1889,0,17
1890,1,17
1891,1,17
1892,3,17
1893,0,17
1894,2,17
1895,1,17
1896,0,17
1897,1,17
1898,3,17
1899,2,17
1900,1,17
1901,1,17
1902,1,17
1903,0,17
1904,0,17
1905,0,17
1906,1,17
1907,0,17
1908,0,17
1909,1,17
1910,0,17
1911,0,17
1912,0,17
1913,0,17
1914,3,17
1915,1,17
1916,0,17
1917,0,17
1918,0,17
1919,0,17
1920,1,17
1921,1,17
1922,0,17
1923,0,17
1924,0,17
1925,0,17
1926,0,17
1927,0,17
1928,1,17
1929,1,17
1930,0,17
1931,5,17
1932,5,17
1933,2,17
1934,0,17
1935,1,17
1936,0,17
1937,1,17
1938,1,17
1939,0,17
1940,0,17
1941,0,17
1942,0,17
1943,0,17
1944,0,17
1945,0,17
1946,0,17
1947,0,17
1948,0,17
1949,0,17
1950,0,17
1951,0,17
1952,0,17
1953,0,17
1954,0,17
1955,0,17
1956,0,17
1957,0,17
1958,0,17
1959,0,17
1960,0,17
1961,0,17
1962,1,17
1963,0,17
1964,0,17
1965,0,17
1966,0,17
1967,0,17
1968,0,17
1969,0,17
1970,0,17
1971,0,17
1972,0,17
1973,0,17
1974,0,17
1975,0,17
1976,0,17
1977,0,17
1978,0,17
1979,0,17
1980,0,17
1981,0,17
1982,0,17
1983,0,17
1984,1,17
1985,0,17
1986,0,17
1987,1,17
1988,0,17
1989,3,17
1990,0,17
1991,0,17
1992,0,17
1993,0,17
1994,0,17
1995,1,17
1996,0,17
1997,0,17
1998,0,17
1999,1,17
2000,0,17
2001,1,17
2002,0,17
2003,2,17
2004,1,17
2005,0,17
2006,0,17
2007,0,17
2008,1,17
2009,0,17
2010,0,17
2011,0,17
2012,0,17
2013,0,17
2014,1,17
2015,0,17
2016,0,17
2017,3,17
